鄉鎮市區,交易年月日,建物移轉總面積平方公尺,總價元,車位總價元,資料來源,縣市,房屋單價（元/平方公尺）
中正區,1110129,30.9,1850000,0,成屋,基隆市,59870.5501618123
中正區,1110125,84.27,3300000,0,成屋,基隆市,39159.84336062656
安樂區,1110113,86.9,3000000,0,成屋,基隆市,34522.439585730725
信義區,1110111,86.49,3600000,0,成屋,基隆市,41623.30905306972
安樂區,1110109,85.58,2200000,0,成屋,基隆市,25706.94087403599
暖暖區,1110121,25.53,1000000,0,成屋,基隆市,39169.60438699569
中正區,1110110,89.94,3500000,0,成屋,基隆市,38914.832110295756
七堵區,1110123,87.08,6500000,0,成屋,基隆市,74644.00551217272
信義區,1110102,73.73,4500000,0,成屋,基隆市,61033.500610335
中正區,1110118,70.78999999999999,2300000,0,成屋,基隆市,32490.464754908888
仁愛區,1110109,75.93,3000000,0,成屋,基隆市,39510.07506914263
信義區,1110107,99.72,4850000,0,成屋,基隆市,48636.181307661456
中正區,1110123,86.97,2000000,0,成屋,基隆市,22996.435552489365
信義區,1110103,123.17,5600000,0,成屋,基隆市,45465.61662742551
安樂區,1110127,122.22,6000000,0,成屋,基隆市,49091.801669121254
安樂區,1110108,58.67,2700000,0,成屋,基隆市,46020.112493608314
暖暖區,1110117,184.71,12400000,0,成屋,基隆市,67132.26138270802
七堵區,1110109,203.27,11500000,0,成屋,基隆市,56574.99877010872
暖暖區,1110111,87.48,2760000,0,成屋,基隆市,31550.068587105623
暖暖區,1110121,88.31,2300000,0,成屋,基隆市,26044.61555882686
信義區,1110130,96.43,3700000,0,成屋,基隆市,38369.80192886031
安樂區,1110113,193.44,10200000,0,成屋,基隆市,52729.52853598015
仁愛區,1110126,160.86,12000000,0,成屋,基隆市,74599.03021260723
中正區,1110118,158.47,5600000,0,成屋,基隆市,35337.918848993504
七堵區,1110106,98.21,3600000,0,成屋,基隆市,36656.144995417984
中正區,1110107,111.8,5800000,0,成屋,基隆市,51878.3542039356
安樂區,1110123,109.16,5350000,0,成屋,基隆市,49010.62660315134
暖暖區,1110111,304.63,18000000,0,成屋,基隆市,59088.07405705282
暖暖區,1110111,308.98,18000000,0,成屋,基隆市,58256.197812156126
安樂區,1110112,105.58,2600000,0,成屋,基隆市,24625.876112900172
信義區,1110127,66.4,3980000,0,成屋,基隆市,59939.75903614458
信義區,1110108,66.58,4700000,0,成屋,基隆市,70591.76930009012
暖暖區,1110116,110.55,4500000,0,成屋,基隆市,40705.5630936228
暖暖區,1110119,85.68,6400000,0,成屋,基隆市,74696.54528478057
暖暖區,1110118,148.34,6250000,0,成屋,基隆市,42132.93784549009
暖暖區,1110115,90.11,3000000,0,成屋,基隆市,33292.64232604594
仁愛區,1110124,151.63,11600000,0,成屋,基隆市,76502.01147530173
中正區,1110127,218.4,14380000,1500000,成屋,基隆市,58974.35897435898
安樂區,1110106,126.95,2900000,0,成屋,基隆市,22843.639228042535
中正區,1110102,165.5,6160000,0,成屋,基隆市,37220.54380664653
中山區,1110125,71.04,2700000,0,成屋,基隆市,38006.75675675675
安樂區,1110116,80.08,3200000,0,成屋,基隆市,39960.03996003996
信義區,1110115,175.46,11530000,1350000,成屋,基隆市,58018.92169155363
信義區,1110115,141.18,9500000,1350000,成屋,基隆市,57727.72347357983
中正區,1110114,150.93,6680000,0,成屋,基隆市,44258.927979858214
信義區,1110118,106.15,4570000,0,成屋,基隆市,43052.2845030617
仁愛區,1110106,123.04,19900000,0,成屋,基隆市,161736.02080624187
暖暖區,1110118,90.63,5200000,0,成屋,基隆市,57376.14476442679
安樂區,1110122,168.54000000000002,15500000,1600000,成屋,基隆市,82473.00344131955
安樂區,1110122,197.06,4500000,0,成屋,基隆市,22835.684563077237
安樂區,1110109,100.32,3300000,0,成屋,基隆市,32894.73684210527
安樂區,1110126,121.64,5600000,0,成屋,基隆市,46037.48766853009
信義區,1110118,84.08,13700000,0,成屋,基隆市,162940.05708848717
暖暖區,1110124,262.07,17300000,1600000,成屋,基隆市,59907.65825924371
中正區,1110124,68.6,4200000,0,成屋,基隆市,61224.48979591837
暖暖區,1110110,76.2,4100000,0,成屋,基隆市,53805.77427821522
中正區,1110123,105.65,4050000,0,成屋,基隆市,38334.122101277804
信義區,1110120,81.84,3000000,0,成屋,基隆市,36656.89149560117
中正區,1110114,46.260000000000005,2450000,0,成屋,基隆市,52961.521833117156
安樂區,1110122,72.45,2400000,0,成屋,基隆市,33126.29399585921
中正區,1110122,106.28,2100000,0,成屋,基隆市,19759.126834776063
暖暖區,1110123,109.62,5500000,0,成屋,基隆市,50173.326035394995
安樂區,1110116,81.81,4300000,0,成屋,基隆市,52560.81163671923
中正區,1110125,97.37,2600000,0,成屋,基隆市,26702.269692923895
安樂區,1110124,111.37,6800000,0,成屋,基隆市,61057.73547634012
中正區,1110124,105.36,4300000,0,成屋,基隆市,40812.452543659834
安樂區,1110115,85.45,3810000,0,成屋,基隆市,44587.47805734348
七堵區,1110123,118.92,10620000,0,成屋,基隆市,89303.7336024218
安樂區,1110130,98.04,4400000,0,成屋,基隆市,44879.6409628723
安樂區,1110116,78.32,3200000,0,成屋,基隆市,40858.01838610828
安樂區,1110127,83.23,3000000,0,成屋,基隆市,36044.69542232368
仁愛區,1110128,95.58,5350000,0,成屋,基隆市,55974.05314919439
暖暖區,1110123,77.49,1090000,0,成屋,基隆市,14066.331139501872
中正區,1110105,65.97,1300000,0,成屋,基隆市,19705.92693648628
中正區,1110114,131.88,4880000,0,成屋,基隆市,37003.33636639369
安樂區,1110127,53.25,3000000,0,成屋,基隆市,56338.028169014084
七堵區,1110120,114.33,9100000,0,成屋,基隆市,79594.15726406018
安樂區,1110123,105.94,4660000,0,成屋,基隆市,43987.1625448367
安樂區,1110117,74.25,3500000,0,成屋,基隆市,47138.047138047135
安樂區,1110119,133.86,4050000,0,成屋,基隆市,30255.49081129538
安樂區,1110123,214.25,5200000,0,成屋,基隆市,24270.71178529755
